INFO : 2021-07-29 20:40:43,955 : autoreload : 12048 : 11752 : Watching for file changes with StatReloader
DEBUG : 2021-07-29 20:40:43,955 : autoreload : 12048 : 11752 : Waiting for apps ready_event.
DEBUG : 2021-07-29 20:40:44,218 : autoreload : 12048 : 11752 : Apps ready_event triggered. Sending autoreload_started signal.
DEBUG : 2021-07-29 20:40:44,283 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\templates with glob **/*.
DEBUG : 2021-07-29 20:40:44,283 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\socialaccount\providers\facebook\templates with glob **/*.
DEBUG : 2021-07-29 20:40:44,284 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\import_export\templates with glob **/*.
DEBUG : 2021-07-29 20:40:44,284 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates with glob **/*.
DEBUG : 2021-07-29 20:40:44,284 : autoreload : 12048 : 11752 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\products\templates with glob **/*.
DEBUG : 2021-07-29 20:40:44,285 : autoreload : 12048 : 11752 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\accounts\templates with glob **/*.
DEBUG : 2021-07-29 20:40:44,285 : autoreload : 12048 : 11752 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\home\templates with glob **/*.
DEBUG : 2021-07-29 20:40:44,285 : autoreload : 12048 : 11752 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,286 : autoreload : 12048 : 11752 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\accounts\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,286 : autoreload : 12048 : 11752 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\home\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,286 : autoreload : 12048 : 11752 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\products\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,286 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,287 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\import_export\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,287 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,287 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\account\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,287 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\socialaccount\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,288 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\socialaccount\providers\google\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,288 : autoreload : 12048 : 11752 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\socialaccount\providers\facebook\locale with glob **/*.mo.
DEBUG : 2021-07-29 20:40:44,537 : utils : 12048 : 2172 : (0.016) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None
DEBUG : 2021-07-29 20:40:44,537 : utils : 12048 : 2172 : (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=()
DEBUG : 2021-07-29 20:40:44,766 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\series.py first seen with mtime 1626676986.1470876
DEBUG : 2021-07-29 20:40:44,766 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\tokenize.py first seen with mtime 1624876620.0
DEBUG : 2021-07-29 20:40:44,767 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\core\_internal.py first seen with mtime 1626675319.340896
DEBUG : 2021-07-29 20:40:44,767 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\sites\apps.py first seen with mtime 1626675428.2211578
DEBUG : 2021-07-29 20:40:44,767 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\packaging\extended.py first seen with mtime 1626676986.2236395
DEBUG : 2021-07-29 20:40:44,767 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\workbook\web.py first seen with mtime 1626676986.289637
DEBUG : 2021-07-29 20:40:44,767 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\http\cookiejar.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,767 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\streams.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,768 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\worksheet\drawing.py first seen with mtime 1626676986.3107133
DEBUG : 2021-07-29 20:40:44,768 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\unittest\suite.py first seen with mtime 1624876620.0
DEBUG : 2021-07-29 20:40:44,768 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\logging\__init__.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,768 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\staticfiles\utils.py first seen with mtime 1626675428.5875597
DEBUG : 2021-07-29 20:40:44,768 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\descriptors\nested.py first seen with mtime 1626676986.188241
DEBUG : 2021-07-29 20:40:44,768 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\formatting\rule.py first seen with mtime 1626676986.2159243
DEBUG : 2021-07-29 20:40:44,769 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\crispy_forms\base.py first seen with mtime 1626677092.9993837
DEBUG : 2021-07-29 20:40:44,769 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\xml\sax\handler.py first seen with mtime 1624876620.0
DEBUG : 2021-07-29 20:40:44,769 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\_encoded_words.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,769 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\html\parser.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,769 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\urllib3\packages\ssl_match_hostname\__init__.py first seen with mtime 1626676977.4629338
DEBUG : 2021-07-29 20:40:44,769 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\unittest\util.py first seen with mtime 1624876620.0
DEBUG : 2021-07-29 20:40:44,769 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\core\_type_aliases.py first seen with mtime 1626675319.3807886
DEBUG : 2021-07-29 20:40:44,770 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\xml\etree\ElementPath.py first seen with mtime 1624876620.0
DEBUG : 2021-07-29 20:40:44,770 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\logging\handlers.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,770 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\__init__.py first seen with mtime 1626676984.104042
DEBUG : 2021-07-29 20:40:44,771 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\import_export\instance_loaders.py first seen with mtime 1626677112.8793485
DEBUG : 2021-07-29 20:40:44,771 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1626675428.8417044
DEBUG : 2021-07-29 20:40:44,771 : autoreload : 12048 : 11752 : File E:\Computer Programs\Python\DJango\django_retail_project\home\urls.py first seen with mtime 1620459257.2093122
DEBUG : 2021-07-29 20:40:44,771 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\matrixlib\defmatrix.py first seen with mtime 1626675320.0609698
DEBUG : 2021-07-29 20:40:44,772 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\cache\backends\locmem.py first seen with mtime 1626675428.6188023
DEBUG : 2021-07-29 20:40:44,772 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\runners.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,772 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\comments\author.py first seen with mtime 1626676986.1706975
DEBUG : 2021-07-29 20:40:44,772 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\idna\intranges.py first seen with mtime 1626676980.0797749
DEBUG : 2021-07-29 20:40:44,772 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\base_events.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,772 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\providers\facebook\provider.py first seen with mtime 1618859934.0
DEBUG : 2021-07-29 20:40:44,773 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\DLLs\_sqlite3.pyd first seen with mtime 1624876722.0
DEBUG : 2021-07-29 20:40:44,773 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\backends\sqlite3\client.py first seen with mtime 1626675428.8236325
DEBUG : 2021-07-29 20:40:44,773 : autoreload : 12048 : 11752 : File E:\Computer Programs\Python\DJango\django_retail_project\accounts\decorators.py first seen with mtime 1621273793.943791
DEBUG : 2021-07-29 20:40:44,773 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\translation\__init__.py first seen with mtime 1626675429.1653073
DEBUG : 2021-07-29 20:40:44,773 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\styles\named_styles.py first seen with mtime 1626676986.2533422
DEBUG : 2021-07-29 20:40:44,773 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\urllib3\util\connection.py first seen with mtime 1626676977.466491
DEBUG : 2021-07-29 20:40:44,773 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\timesince.py first seen with mtime 1626675429.1552663
DEBUG : 2021-07-29 20:40:44,774 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\decorators.py first seen with mtime 1626675425.3267975
DEBUG : 2021-07-29 20:40:44,774 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\odf\grammar.py first seen with mtime 1579366058.0
DEBUG : 2021-07-29 20:40:44,774 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\fields\__init__.py first seen with mtime 1626675428.8839145
DEBUG : 2021-07-29 20:40:44,774 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\statistics.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,774 : autoreload : 12048 : 11752 : File E:\Computer Programs\Python\DJango\django_retail_project\products\signals.py first seen with mtime 1622991974.967239
DEBUG : 2021-07-29 20:40:44,774 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\legend.py first seen with mtime 1626676986.132029
DEBUG : 2021-07-29 20:40:44,774 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1626675428.672182
DEBUG : 2021-07-29 20:40:44,775 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1626675424.972246
DEBUG : 2021-07-29 20:40:44,775 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\sql\where.py first seen with mtime 1626675428.9221172
DEBUG : 2021-07-29 20:40:44,775 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\odf\namespaces.py first seen with mtime 1579366210.0
DEBUG : 2021-07-29 20:40:44,775 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\__init__.py first seen with mtime 1626676986.1063516
DEBUG : 2021-07-29 20:40:44,775 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chartsheet\protection.py first seen with mtime 1626676986.1647146
DEBUG : 2021-07-29 20:40:44,775 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\__init__.py first seen with mtime 1626006753.0
DEBUG : 2021-07-29 20:40:44,776 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1626675428.9140935
DEBUG : 2021-07-29 20:40:44,776 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\styles\styleable.py first seen with mtime 1626676986.2582066
DEBUG : 2021-07-29 20:40:44,776 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\decimal.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,776 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\import_export\signals.py first seen with mtime 1626677112.8843157
DEBUG : 2021-07-29 20:40:44,776 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\marker.py first seen with mtime 1626676986.134478
DEBUG : 2021-07-29 20:40:44,776 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\template\response.py first seen with mtime 1626675429.0547273
DEBUG : 2021-07-29 20:40:44,776 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\import_export\tmp_storages.py first seen with mtime 1626677112.8863635
DEBUG : 2021-07-29 20:40:44,777 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\urllib3\util\timeout.py first seen with mtime 1626676977.4765234
DEBUG : 2021-07-29 20:40:44,777 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\mail\message.py first seen with mtime 1626675428.672182
DEBUG : 2021-07-29 20:40:44,777 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\compat\__init__.py first seen with mtime 1626675319.3169599
DEBUG : 2021-07-29 20:40:44,777 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\backends\sqlite3\operations.py first seen with mtime 1626675428.8336837
DEBUG : 2021-07-29 20:40:44,777 : autoreload : 12048 : 11752 : File E:\Computer Programs\Python\DJango\django_retail_project\accounts\forms.py first seen with mtime 1621271922.7207096
DEBUG : 2021-07-29 20:40:44,777 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\import_export\fields.py first seen with mtime 1626677112.8764591
DEBUG : 2021-07-29 20:40:44,777 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1626675425.3267975
DEBUG : 2021-07-29 20:40:44,778 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\views\csrf.py first seen with mtime 1626675429.1808574
DEBUG : 2021-07-29 20:40:44,778 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\encodings\idna.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,778 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1626675425.3368492
DEBUG : 2021-07-29 20:40:44,778 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\checks\__init__.py first seen with mtime 1626675428.634424
DEBUG : 2021-07-29 20:40:44,779 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\xlwt\Style.py first seen with mtime 1626676982.1918564
DEBUG : 2021-07-29 20:40:44,779 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\argparse.py first seen with mtime 1624876618.0
DEBUG : 2021-07-29 20:40:44,779 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\management\commands\__init__.py first seen with mtime 1626675428.6878037
DEBUG : 2021-07-29 20:40:44,779 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\lib\utils.py first seen with mtime 1626675319.9552882
DEBUG : 2021-07-29 20:40:44,779 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\random\_pickle.py first seen with mtime 1626675320.1578152
DEBUG : 2021-07-29 20:40:44,779 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\cell\text.py first seen with mtime 1626676986.1143088
DEBUG : 2021-07-29 20:40:44,779 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\compat.py first seen with mtime 1626676984.1142032
DEBUG : 2021-07-29 20:40:44,780 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1626675428.7613025
DEBUG : 2021-07-29 20:40:44,780 : autoreload : 12048 : 11752 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\comments\comments.py first seen with mtime 1626676986.1730182
