INFO : 2021-08-01 10:56:20,515 : autoreload : 6812 : 7428 : Watching for file changes with StatReloader
DEBUG : 2021-08-01 10:56:20,517 : autoreload : 6812 : 7428 : Waiting for apps ready_event.
DEBUG : 2021-08-01 10:56:20,814 : autoreload : 6812 : 7428 : Apps ready_event triggered. Sending autoreload_started signal.
DEBUG : 2021-08-01 10:56:20,857 : autoreload : 6812 : 7428 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\accounts\templates with glob **/*.
DEBUG : 2021-08-01 10:56:20,857 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\socialaccount\providers\facebook\templates with glob **/*.
DEBUG : 2021-08-01 10:56:20,857 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\import_export\templates with glob **/*.
DEBUG : 2021-08-01 10:56:20,857 : autoreload : 6812 : 7428 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\products\templates with glob **/*.
DEBUG : 2021-08-01 10:56:20,861 : autoreload : 6812 : 7428 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\home\templates with glob **/*.
DEBUG : 2021-08-01 10:56:20,861 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates with glob **/*.
DEBUG : 2021-08-01 10:56:20,861 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\templates with glob **/*.
DEBUG : 2021-08-01 10:56:20,862 : autoreload : 6812 : 7428 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,862 : autoreload : 6812 : 7428 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\accounts\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,863 : autoreload : 6812 : 7428 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\home\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,863 : autoreload : 6812 : 7428 : Watching dir E:\Computer Programs\Python\DJango\django_retail_project\products\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,864 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,864 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\import_export\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,864 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,864 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\account\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,864 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\socialaccount\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,864 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\socialaccount\providers\google\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:20,864 : autoreload : 6812 : 7428 : Watching dir C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\allauth\socialaccount\providers\facebook\locale with glob **/*.mo.
DEBUG : 2021-08-01 10:56:21,050 : utils : 6812 : 14164 : (0.015) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None
DEBUG : 2021-08-01 10:56:21,054 : utils : 6812 : 14164 : (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=()
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\options.py first seen with mtime 1626675424.1438947
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\packaging\manifest.py first seen with mtime 1626676986.225862
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\comments\author.py first seen with mtime 1626676986.1706975
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1626675428.6188023
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\crispy_forms\exceptions.py first seen with mtime 1626677093.0035005
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\import_export\resources.py first seen with mtime 1626677112.881722
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\staticfiles\checks.py first seen with mtime 1626675428.5875597
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\messages\__init__.py first seen with mtime 1626675427.2467403
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\compat.py first seen with mtime 1626676984.1142032
DEBUG : 2021-08-01 10:56:21,259 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\xml\etree\ElementPath.py first seen with mtime 1624876620.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\PIL\TiffTags.py first seen with mtime 1626675990.811098
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1626675428.7613025
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\files\utils.py first seen with mtime 1626675428.6565614
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\import_export\forms.py first seen with mtime 1626677112.8780737
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\yaml\cyaml.py first seen with mtime 1626676984.2401357
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\DLLs\_bz2.pyd first seen with mtime 1624876722.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\DLLs\_lzma.pyd first seen with mtime 1624876722.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\crispy_forms\layout_slice.py first seen with mtime 1626677093.007726
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\decorators.py first seen with mtime 1626675424.1338525
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\management\base.py first seen with mtime 1626675428.6878037
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\views\__init__.py first seen with mtime 1626675429.17986
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\descriptors\excel.py first seen with mtime 1626676986.185773
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\diff_match_patch\__init__.py first seen with mtime 1626677112.7641265
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\account\apps.py first seen with mtime 1601720715.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\polynomial\hermite_e.py first seen with mtime 1626675320.0908892
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\yaml\resolver.py first seen with mtime 1626676984.2532005
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\adapter.py first seen with mtime 1614034293.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\mail\message.py first seen with mtime 1626675428.672182
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\staticfiles\__init__.py first seen with mtime 1626675428.571938
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\pivot\__init__.py first seen with mtime 1626676986.2298248
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\tempfile.py first seen with mtime 1624876618.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\serializers\__init__.py first seen with mtime 1626675428.743212
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\drawing\drawing.py first seen with mtime 1626676986.1973748
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\utils\exceptions.py first seen with mtime 1626676986.2712603
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\cffi\lock.py first seen with mtime 1626677062.884224
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\cell\_writer.py first seen with mtime 1626676986.1106372
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\formatting\__init__.py first seen with mtime 1626676986.2137809
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\ast.py first seen with mtime 1624876618.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\contenttypes\views.py first seen with mtime 1626675425.7090921
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\xlrd\xldate.py first seen with mtime 1626676982.680935
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\templatetags\socialaccount.py first seen with mtime 1602171372.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\odf\office.py first seen with mtime 1579366058.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1626675427.849178
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\protocols.py first seen with mtime 1624876618.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\_compression.py first seen with mtime 1624876618.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\worksheet\hyperlink.py first seen with mtime 1626676986.3156023
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\unittest\loader.py first seen with mtime 1624876620.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\unittest\suite.py first seen with mtime 1624876620.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\chartspace.py first seen with mtime 1626676986.124626
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\et_xmlfile\__init__.py first seen with mtime 1626676980.2719934
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File E:\Computer Programs\Python\DJango\django_retail_project\accounts\admin.py first seen with mtime 1622994379.930927
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\pytz\lazy.py first seen with mtime 1626675318.0592294
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\statistics.py first seen with mtime 1624876618.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\reprlib.py first seen with mtime 1624876618.0
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\worksheet\__init__.py first seen with mtime 1626676986.295697
DEBUG : 2021-08-01 10:56:21,275 : autoreload : 6812 : 7428 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\providers\__init__.py first seen with mtime 1601720715.0
